Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Test Cases/Parts/CreditCardRegression/TC001_Parts_CreditCard - Iteration 3,Firefox 43.0,"Test Case Objective: To verify credit card invoices with different gateways for parts module.\n\nPrerequisite:\nCredit Card Payment Gateway related setup should be done in the test company for all three Payment Gateways - FreedomPay, GlobalOnePay and JDF.In the 'Payment Gateway Details' (xiext6100m000) session, Business Parameter field should contain B. P. code.\n\nSteps:\n1. 'Create a Parts Sales Order with Mode of Payment - 'Credit Card'.\n2. Add Parts lines.\n3. Pick, Pack and Invoice the Order.\n4. Enter Credit Card details from data file with different Gateways\n5. Click 'Process' in the Credit Card Interface session.\n6. Verify the invoices in 'Open Entries'\n\nExpected Output:\nTwo invoices should get generated in the 'Open Entries' (tfacr2520m000) session - One against Order B.P. and one against Payment Gateway B.P. maintained in the 'Payment Gateway Details' (xiext6100m000) session. Invoice Balance for Invoice against Order B.P. should be $0.\n\nInputs Needed:\n1. BP\n2. Part\n4. Qty\n3. CC Gateway\n4. Card type\n5. CC no. \n6. CVV\n",2017-12-04 17:26:55,2017-12-04 17:30:50,3m - 54.609s,FAILED
callTestCase,Firefox 43.0,Create header with Credit Card\r\n,2017-12-04 17:26:55,2017-12-04 17:27:28,33.448s,PASSED
callTestCase,Firefox 43.0,Add a part line\r\n,2017-12-04 17:27:28,2017-12-04 17:28:09,40.248s,PASSED
callTestCase,Firefox 43.0,"Ship line, Invoice the Order using Credit card\r\n",2017-12-04 17:28:09,2017-12-04 17:30:50,2m - 40.898s,FAILED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC002_Parts_CreditCard - Iteration 1,Firefox 43.0,,2017-12-04 17:30:50,2017-12-04 17:41:23,10m - 33.679s,FAILED
callTestCase,Firefox 43.0,Create Part Sales Order header with cc,2017-12-04 17:30:50,2017-12-04 17:31:25,35.031s,PASSED
callTestCase,Firefox 43.0,Add Line\r\n,2017-12-04 17:31:25,2017-12-04 17:31:53,27.632s,PASSED
callTestCase,Firefox 43.0,Invoice through Split Payment two cc and one cash\r\n,2017-12-04 17:31:53,2017-12-04 17:41:23,9m - 30.722s,FAILED
,,,,,,
Test Cases/Parts/CreditCardRegression/TC002_Parts_CreditCard - Iteration 2,Firefox 43.0,,2017-12-04 17:41:23,2017-12-04 17:51:59,10m - 35.271s,FAILED
callTestCase,Firefox 43.0,Create Part Sales Order header with cc,2017-12-04 17:41:23,2017-12-04 17:42:00,36.653s,PASSED
callTestCase,Firefox 43.0,Add Line\r\n,2017-12-04 17:42:00,2017-12-04 17:42:28,28.213s,PASSED
callTestCase,Firefox 43.0,Invoice through Split Payment two cc and one cash\r\n,2017-12-04 17:42:28,2017-12-04 17:51:59,9m - 30.383s,FAILED
